ID,Group,z,Lx
454812,BLU,0.976,44.084842779932465
455625,BLU,1.148,43.274905464098694
455845,BLU,0.673,43.56484232216879
456825,BLU,0.983,43.80484400063559
456984,BLU,1.827,43.6014748879761
458021,BLU,0.988,43.30563015296735
458826,BLU,1.599,44.30484400063559
459183,BLU,2.079,43.91466446121441
459421,BLU,1.169,43.7148438480477
459501,BLU,2.372,44.64484415322348
459617,BLU,0.979,43.56484232216879
460385,BLU,2.709,45.2148438480477
460918,BLU,1.171,44.2048455265145
461168,BLU,1.591,43.994842627344575
461943,BLU,0.673,43.174842932520356
462320,BLU,0.842,43.82484445839926
462601,BLU,1.493,43.17300033569336
463633,BLU,2.622,45.094844916162934
463657,BLU,1.827,43.864845373926606
464056,BLU,0.987,43.4748421695809
464786,BLU,2.227,43.37900161743164
465153,BLU,1.248,44.23484430581137
465158,BLU,0.352,43.154842474756684
465265,BLU,1.523,43.48269649415726
465475,BLU,0.915,43.404842474756684
465515,BLU,0.822,43.29853807786699
465681,BLU,1.899,43.735364614469155
466293,BLU,2.81,44.7048455265145
466461,BLU,0.696,43.44484339028403
466580,BLU,1.033,43.94484339028403
466941,BLU,0.85,43.44484339028403
467289,BLU,1.171,43.25
468246,BLU,0.93,43.14953080990027
468467,BLU,1.757,45.14484415322348
468608,BLU,1.092,43.344844916162934
469052,BLU,1.182,43.04215142956221
469310,BLU,1.406,43.38635072224878
469444,BLU,1.283,43.88924604598195
469879,BLU,2.053,44.62484369545981
470092,BLU,1.847,43.994842627344575
470509,BLU,0.998,43.4548455265145
471165,BLU,0.796,43.424842932520356
471549,BLU,2.209,43.53900146484375
471968,BLU,1.36,43.124000549316406
472266,BLU,1.883,44.184845068750825
472279,BLU,2.686,44.7048455265145
472392,BLU,1.36,44.364845373926606
472876,BLU,1.518,44.4748421695809
473242,BLU,1.551,44.10484323769614
473519,BLU,1.377,43.51484308510825
473612,BLU,0.674,43.9748421695809
474687,BLU,1.478,44.2148438480477
474750,BLU,0.95,43.834842779932465
475006,BLU,1.79,44.334842779932465
475248,BLU,0.687,43.184845068750825
475291,BLU,1.147,43.47153388246584
475665,BLU,1.91,44.00484476357504
475972,BLU,0.622,43.63484201699301
477130,BLU,2.808,44.44484339028403
477386,BLU,1.588,43.9748421695809
478024,BLU,2.282,43.763999938964844
478302,BLU,1.391,43.87484369545981
478411,BLU,1.193,43.41736271355445
478515,BLU,1.853,43.45800018310547
478776,BLU,2.918,44.524845221338715
478944,BLU,2.575,43.96900177001953
480904,BLU,0.638,43.37484369545981
481359,BLU,0.724,43.1822725124497
481762,BLU,0.899,44.00484476357504
482216,BLU,1.231,44.2048455265145
482220,BLU,1.198,43.584842779932465
483016,BLU,1.733,43.1879997253418
483133,BLU,2.524,44.184845068750825
483395,BLU,1.092,43.153180885210915
483880,BLU,2.232,43.890612199885844
484830,BLU,0.972,43.197393037273166
484953,BLU,1.339,44.25484476357504
486067,BLU,0.971,44.364845373926606
486110,BLU,1.809,43.501463066616076
486183,BLU,1.697,43.71513109791971
486302,BLU,1.822,43.37704369282071
486971,BLU,0.125,43.85484323769614
487345,BLU,1.915,43.47800064086914
487555,BLU,1.248,43.82484445839926
487714,BLU,1.37,43.9648438480477
487826,BLU,0.368,43.4548455265145
488464,BLU,0.979,43.41160266919437
488484,BLU,0.974,43.102486266093265
489434,BLU,1.697,44.09561403094053
489491,BLU,1.961,44.4548455265145
491067,BLU,1.171,44.41484461098715
493877,BLU,1.854,44.41484461098715
493981,BLU,1.121,43.594844916162934
494175,BLU,2.584,45.00484476357504
495303,BLU,1.231,44.12484369545981
495819,BLU,2.009,44.25484476357504
495826,BLU,0.962,43.53484354287192
495949,BLU,1.178,44.07484445839926
495977,BLU,2.813,44.41484461098715
496984,BLU,2.062,44.54484567910239
497789,BLU,0.965,43.63484201699301
498062,BLU,0.893,43.51484308510825
498248,BLU,1.506,43.6809791973943
498981,BLU,0.449,43.154842474756684
500685,BLU,1.261,44.114845373926606
501080,BLU,1.225,43.864845373926606
501652,BLU,0.725,43.64484415322348
501683,BLU,2.093,43.70417818433831
503405,BLU,1.449,43.716800478501845
503825,BLU,1.001,43.404842474756684
503898,BLU,2.244,44.63484201699301
504794,BLU,2.051,43.53683309682955
505140,BLU,1.857,44.274845221338715
505243,BLU,0.678,43.57484445839926
506105,BLU,1.856,43.85484323769614
507746,BLU,0.424,43.51484308510825
507958,BLU,1.23,43.188641925091375
508074,BLU,0.34,43.62484369545981
508095,BLU,1.907,43.36199951171875
510520,BLU,1.321,44.31484232216879
510870,BLU,0.846,43.85484323769614
510949,BLU,1.882,44.174842932520356
511201,BLU,1.257,44.084842779932465
511633,BLU,1.498,44.154842474756684
511933,BLU,1.333,43.29899363318242
511953,BLU,0.889,43.10484323769614
512031,BLU,1.265,44.494842627344575
512727,BLU,1.798,45.344844916162934
513139,BLU,1.424,43.17100143432617
513787,BLU,0.659,43.69484339028403
514657,BLU,0.675,43.30484400063559
515652,BLU,2.09,43.52399826049805
515989,BLU,1.453,43.69525876738701
516335,BLU,0.843,43.864845373926606
516624,BLU,0.812,43.76484308510825
516767,BLU,1.627,44.23484430581137
516894,BLU,1.355,43.36417861534164
517100,BLU,1.22,44.29484567910239
517775,BLU,1.863,44.334842779932465
517903,BLU,2.447,44.02278618547367
518166,BLU,0.424,43.54484567910239
519096,BLU,1.797,44.06484232216879
519183,BLU,1.778,44.50484476357504
519456,BLU,2.051,44.584842779932465
519494,BLU,0.972,43.54484567910239
519821,BLU,1.438,43.774845221338715
520685,BLU,0.537,43.2148438480477
520769,BLU,1.681,43.86642639665968
521042,BLU,1.414,43.566026933145174
521162,BLU,1.237,43.08869476758578
522252,BLU,1.269,43.79484567910239
522300,BLU,1.762,43.769267364085465
522534,BLU,0.607,43.12484369545981
523113,BLU,0.7,43.80484400063559
523378,BLU,1.793,43.34000015258789
524280,BLU,2.798,44.864845373926606
524394,BLU,1.125,43.254544487225765
526232,BLU,1.216,43.47959156153749
526303,BLU,1.843,44.32484445839926
526398,BLU,2.25,44.37484369545981
526818,BLU,0.573,43.31484232216879
527892,BLU,2.682,44.54484567910239
528339,BLU,1.08,43.55484400063559
529468,BLU,2.909,45.084842779932465
530617,BLU,1.244,43.39899210730351
530939,BLU,1.551,43.98414907577788
530967,BLU,0.74,43.39484415322348
531461,BLU,0.819,43.38484201699301
531730,BLU,1.826,43.45500183105469
531775,BLU,1.77,44.244842627344575
532152,BLU,2.43,43.85539403394339
532321,BLU,0.686,43.864845373926606
532384,BLU,1.245,44.174842932520356
532685,BLU,2.613,44.38484201699301
533239,BLU,0.479,43.14484415322348
533672,BLU,1.263,43.684845068750825
534189,BLU,1.828,43.4630012512207
534215,BLU,1.435,44.594844916162934
534286,BLU,1.784,43.852663230367796
534811,BLU,1.054,43.89484415322348
534983,BLU,2.226,44.424842932520356
536192,BLU,2.048,44.62484369545981
536989,BLU,1.092,43.000263702486635
537639,BLU,1.698,44.024845221338715
539141,BLU,2.188,44.35484323769614
539307,BLU,1.813,44.16484461098715
539736,BLU,2.146,44.50484476357504
540730,BLU,0.891,43.614845373926606
540943,BLU,1.115,43.80484400063559
541230,BLU,1.701,44.01484308510825
541366,BLU,0.954,43.576051304154035
541434,BLU,2.693,44.64484415322348
541830,BLU,2.018,44.66484461098715
542389,BLU,1.774,44.32484445839926
544338,BLU,1.951,43.53300094604492
544403,BLU,4.13,44.66600036621094
545088,BLU,1.096,43.94484339028403
546656,BLU,1.253,43.89484415322348
546685,BLU,2.136,44.674842932520356
546832,BLU,1.48,43.26100158691406
546921,BLU,1.582,43.70887511492266
547078,BLU,1.058,43.434845068750825
547146,BLU,1.368,43.50560518532206
547306,BLU,0.838,43.75484476357504
547496,BLU,0.419,43.274845221338715
547611,BLU,0.955,43.62484369545981
548180,BLU,1.998,44.37484369545981
548220,BLU,0.632,43.101294443559084
548361,BLU,1.021,43.37861800085091
548369,BLU,1.222,43.290000915527344
549255,BLU,1.449,43.073001861572266
549460,BLU,1.614,44.2048455265145
549632,BLU,0.958,43.049626787888876
550062,BLU,0.895,43.364845373926606
550246,BLU,1.503,43.52135042089048
551649,BLU,1.799,43.79127435358643
551738,BLU,2.838,44.31484232216879
552225,BLU,0.587,43.2148438480477
552254,BLU,1.654,43.53395848356487
552411,BLU,1.787,44.57484445839926
553873,BLU,1.974,44.924842932520356
554257,BLU,1.866,44.2048455265145
554361,BLU,0.354,43.41484461098715
554731,BLU,3.328,44.924842932520356
555407,BLU,0.968,43.78484354287192
555440,BLU,0.825,43.7048455265145
556119,BLU,1.323,44.19484339028403
556971,BLU,0.667,43.23484430581137
557190,BLU,2.368,43.858384244381014
558222,BLU,0.959,44.07484445839926
558240,BLU,1.013,43.22608871723203
558556,BLU,0.952,43.9548455265145
558958,BLU,1.256,43.904842474756684
560030,BLU,0.876,43.37484369545981
560331,BLU,0.958,43.75484476357504
560530,BLU,1.052,43.51484308510825
561143,BLU,1.47,45.7048455265145
561709,BLU,1.845,44.774845221338715
561716,BLU,1.11,43.018001556396484
561903,BLU,0.822,43.4548455265145
561934,BLU,1.437,43.22600173950195
562802,BLU,1.919,44.03484354287192
564150,BLU,0.951,43.072053731917144
564498,BLU,1.259,44.00484476357504
564556,BLU,1.589,43.29399871826172
564716,BLU,1.814,44.04484567910239
564821,BLU,0.946,43.12805348777652
565276,BLU,1.42,43.91484461098715
565402,BLU,0.979,44.07484445839926
565763,BLU,2.028,43.682043997996495
566698,BLU,1.298,44.54484567910239
566857,BLU,1.639,44.494842627344575
567435,BLU,1.415,43.32613786920375
568511,BLU,1.924,43.62596847917971
568616,BLU,1.438,44.184845068750825
569294,BLU,0.809,43.11783056387056
570316,BLU,1.269,43.37799835205078
570617,BLU,2.732,44.12857077404482
571036,BLU,2.055,44.364845373926606
572088,BLU,0.811,44.094844916162934
572751,BLU,1.849,44.084842779932465
573007,BLU,0.787,43.334842779932465
573553,BLU,1.247,43.03645238323385
575531,BLU,1.306,43.30699920654297
575534,BLU,1.312,44.19484339028403
576066,BLU,1.388,43.430999755859375
576750,BLU,0.884,43.02657933946464
577245,BLU,0.821,43.21157617261459
577597,BLU,0.868,43.50484476357504
577761,BLU,0.906,43.199525499150226
578092,BLU,1.264,43.75484476357504
578239,BLU,0.558,43.57484445839926
579394,BLU,1.176,44.37484369545981
579765,BLU,2.431,43.75757732451311
580157,BLU,2.957,43.97228279085209
580915,BLU,1.187,44.44484339028403
581118,BLU,2.433,43.73852300676726
581456,BLU,1.241,43.000999450683594
581549,BLU,0.951,43.584842779932465
582204,BLU,1.232,43.14899826049805
583094,BLU,2.708,43.77899932861328
583448,BLU,2.029,43.52299880981445
584085,BLU,1.537,43.32099914550781
584970,BLU,0.925,44.024845221338715
585033,BLU,1.429,43.61817913640783
585941,BLU,1.122,43.311513734803846
586693,BLU,1.766,43.36399841308594
586891,BLU,1.444,43.82484445839926
589008,BLU,1.555,44.55484400063559
589540,BLU,0.582,44.28484354287192
589797,BLU,1.272,43.4741371289544
590031,BLU,2.654,43.938714938931135
590120,BLU,0.559,43.69484339028403
590258,BLU,1.512,44.54484567910239
591069,BLU,1.268,43.330145032949176
591165,BLU,1.425,43.32400131225586
592177,BLU,1.26,44.00484476357504
593532,BLU,1.17,43.744842627344575
593620,BLU,0.913,43.38484201699301
594392,BLU,1.561,44.2148438480477
594617,BLU,2.704,44.69484339028403
596188,BLU,0.819,43.424842932520356
596401,BLU,1.085,43.377918754970025
597002,BLU,0.948,43.049532335779176
597451,BLU,0.468,43.274845221338715
598015,BLU,1.269,43.275082558324165
598079,BLU,2.661,44.2048455265145
599333,BLU,0.729,43.05994434635524
600755,BLU,1.388,43.9648438480477
601457,BLU,0.954,43.184845068750825
601533,BLU,2.07,44.09566406365402
601946,BLU,1.147,43.85484323769614
601958,BLU,2.546,43.897299902852495
602526,BLU,1.693,43.57282464348625
603396,BLU,1.042,43.033822339279986
603571,BLU,1.368,43.89484415322348
603725,BLU,0.676,43.00484476357504
604416,BLU,0.621,43.57484445839926
604824,BLU,1.563,43.56330026906343
605055,BLU,0.497,43.57484445839926
605093,BLU,2.017,43.57301611540675
605241,BLU,1.211,44.114845373926606
605519,BLU,0.734,43.57484445839926
606447,BLU,1.466,43.16299819946289
607000,BLU,1.042,43.7248421695809
607093,BLU,2.364,44.78484354287192
607291,BLU,1.085,43.22050754839339
607340,BLU,1.14,43.834842779932465
607561,BLU,1.156,44.184845068750825
609216,BLU,1.265,44.12484369545981
609485,BLU,1.781,43.707100839373226
609513,BLU,2.442,44.03484354287192
609768,BLU,1.024,43.1069463785924
610703,BLU,0.891,44.37484369545981
610782,BLU,1.692,43.67392393114918
610794,BLU,1.506,44.834842779932465
611654,BLU,2.97,44.41484461098715
611879,BLU,0.772,43.35484323769614
612897,BLU,1.759,43.39500045776367
613159,BLU,1.869,44.29484567910239
613802,BLU,2.238,43.81800079345703
614326,BLU,1.697,43.327999114990234
614573,BLU,2.39,44.13867436505564
615692,BLU,0.762,43.56484232216879
616153,BLU,1.719,44.62484369545981
616226,BLU,0.673,43.32484445839926
616655,BLU,0.483,43.35484323769614
617286,BLU,1.024,43.494842627344575
617853,BLU,1.657,44.06484232216879
618121,BLU,1.207,44.05484400063559
618370,BLU,0.551,43.584842779932465
620652,BLU,1.718,44.654842474756684
621569,BLU,1.912,44.674842932520356
621774,BLU,2.29,44.114845373926606
622089,BLU,0.367,43.024845221338715
622251,BLU,2.55,43.77429880421968
622937,BLU,2.063,43.72700119018555
623908,BLU,0.894,44.05484400063559
625047,BLU,2.547,44.268511660732806
625595,BLU,0.665,43.60484323769614
625774,BLU,2.164,44.03484354287192
626120,BLU,2.53,44.21118842121664
626509,BLU,1.722,43.64044106114684
626552,BLU,1.041,43.721432332522404
627520,BLU,0.881,43.23042955736495
628179,BLU,1.514,43.2599983215332
628213,BLU,1.24,43.60484323769614
628500,BLU,1.367,43.8051042268244
629377,BLU,0.866,43.35484323769614
629822,BLU,1.152,43.604000091552734
629988,BLU,1.661,43.844844916162934
629991,BLU,1.776,43.5
630287,BLU,1.024,43.62484369545981
630399,BLU,1.886,43.44499969482422
631014,BLU,0.934,43.424842932520356
631720,BLU,1.123,44.10484323769614
632074,BLU,1.372,43.52799987792969
632105,BLU,1.587,43.2599983215332
632365,BLU,1.943,44.274845221338715
632378,BLU,1.208,44.05484400063559
632647,BLU,2.021,43.771579257589806
633412,BLU,0.848,43.62484369545981
633483,BLU,1.455,44.244842627344575
633565,BLU,0.658,43.63484201699301
634248,BLU,1.078,43.63484201699301
634754,BLU,1.941,44.7248421695809
635497,BLU,0.946,43.66484461098715
635561,BLU,0.706,44.54484567910239
635671,BLU,0.966,43.054182787062835
635695,BLU,1.242,43.00199890136719
636013,BLU,0.943,43.60484323769614
637114,BLU,0.711,43.654842474756684
637635,BLU,1.405,43.64822649485352
637637,BLU,1.839,43.558998107910156
637663,BLU,0.556,43.2148438480477
638494,BLU,1.414,44.2148438480477
638527,BLU,2.39,44.494842627344575
639085,BLU,0.905,43.524845221338715
639096,BLU,2.158,43.77799987792969
639158,BLU,0.902,43.082950638485855
639400,BLU,1.029,43.56484232216879
639552,BLU,2.09,44.31484232216879
640492,BLU,2.063,45.2248421695809
640623,BLU,0.678,43.334842779932465
641147,BLU,0.675,43.48484430581137
641491,BLU,2.464,45.28484354287192
642185,BLU,1.697,44.33881377168191
642536,BLU,1.353,43.125999450683594
642649,BLU,1.372,44.13484201699301
642834,BLU,0.942,43.26900100708008
643015,BLU,1.081,43.774845221338715
643706,BLU,1.216,43.293503723972115
644023,BLU,1.689,44.38484201699301
644171,BLU,2.649,43.861000061035156
644854,BLU,1.373,43.51484308510825
645941,BLU,1.702,44.31484232216879
645944,BLU,0.731,43.584842779932465
647123,BLU,1.125,43.594844916162934
647413,BLU,1.95,44.66484461098715
648670,BLU,0.476,43.584842779932465
649286,BLU,3.641,44.68195729337932
649850,BLU,1.704,43.37806178582521
650197,BLU,1.43,43.9648438480477
650453,BLU,1.028,44.14484415322348
650659,BLU,0.874,44.04484567910239
650697,BLU,2.123,44.10484323769614
651523,BLU,2.625,43.685001373291016
653385,BLU,2.101,44.26484308510825
656275,BLU,3.101,44.08718373310776
656926,BLU,1.831,44.69484339028403
657027,BLU,1.215,45.174842932520356
658065,BLU,1.626,44.35484323769614
658690,BLU,1.191,43.79484567910239
659751,BLU,0.934,43.16904927112098
659773,BLU,0.672,43.460533307215954
659778,BLU,0.955,43.18630271187226
660169,BLU,2.122,44.41484461098715
661030,BLU,1.307,43.44378186910324
661192,BLU,3.155,44.614845373926606
661682,BLU,1.197,43.35744227427112
662158,BLU,1.181,43.8208114052538
662355,BLU,0.985,43.904842474756684
662467,BLU,1.187,43.9648438480477
663168,BLU,0.88,43.75484476357504
663565,BLU,1.463,44.28484354287192
664330,BLU,2.897,44.55484400063559
664975,BLU,0.632,43.12484369545981
665286,BLU,1.456,44.16484461098715
665457,BLU,2.151,44.434845068750825
666869,BLU,2.147,43.85202043512497
667434,BLU,1.162,44.26484308510825
667844,BLU,1.426,43.80484400063559
668726,BLU,3.017,44.924842932520356
669348,BLU,0.829,43.244842627344575
670126,BLU,1.151,43.224998474121094
670364,BLU,1.617,43.9548455265145
670500,BLU,1.432,44.39484415322348
670725,BLU,2.215,44.14261096621532
670749,BLU,0.607,43.344844916162934
671263,BLU,2.59,44.02000045776367
671381,BLU,1.103,43.01091147138031
671978,BLU,1.477,44.184845068750825
673076,BLU,1.49,44.07484445839926
673615,BLU,1.1,43.124085996653115
673948,BLU,1.836,44.73484430581137
674574,BLU,0.378,43.41484461098715
674702,BLU,1.125,43.4748421695809
674827,BLU,0.625,43.12484369545981
674831,BLU,1.593,44.024845221338715
674969,BLU,1.104,43.075911324930765
675245,BLU,0.769,43.19484339028403
675466,BLU,1.907,43.9748421695809
675561,BLU,0.969,44.07484445839926
675643,BLU,2.105,44.404842474756684
675793,BLU,2.005,44.2048455265145
677597,BLU,0.84,43.26675387621247
678542,BLU,1.176,43.521845614691394
678855,BLU,1.254,43.18790275351738
679509,BLU,1.111,43.231521107723786
679639,BLU,1.371,43.78484354287192
679945,BLU,0.894,43.79484567910239
680127,BLU,0.743,43.38484201699301
680964,BLU,1.952,44.189998626708984
681339,BLU,1.923,44.57484445839926
681549,BLU,1.478,44.4748421695809
682463,BLU,1.581,43.04199981689453
684786,BLU,0.864,43.684845068750825
684981,BLU,0.49,43.64484415322348
685399,BLU,0.934,43.89484415322348
686187,BLU,1.008,43.82484445839926
687085,BLU,2.393,44.48484430581137
687136,BLU,0.583,43.684845068750825
687415,BLU,1.022,44.364845373926606
687903,BLU,1.745,45.424842932520356
688531,BLU,1.743,44.344844916162934
688717,BLU,1.127,43.98484430581137
688836,BLU,1.063,43.63484201699301
688939,BLU,1.987,43.29100036621094
689230,BLU,1.123,44.14484415322348
689758,BLU,1.089,43.614845373926606
690548,BLU,0.967,44.094844916162934
691252,BLU,1.021,43.994842627344575
691398,BLU,1.812,44.41484461098715
691521,BLU,1.188,44.31484232216879
691906,BLU,0.982,43.05400085449219
692020,BLU,1.64,43.422383420406405
692136,BLU,0.949,43.60484323769614
692317,BLU,2.017,44.38484201699301
692398,BLU,1.33,44.4548455265145
692485,BLU,2.665,44.66484461098715
692714,BLU,1.796,44.80484400063559
693134,BLU,1.484,43.35499954223633
693284,BLU,1.438,43.02399826049805
693350,BLU,1.53,44.89484415322348
693513,BLU,1.09,43.75484476357504
694069,BLU,1.092,43.56484232216879
694327,BLU,1.526,43.661282245332856
694934,BLU,2.975,44.0890007019043
696146,BLU,1.462,43.78484354287192
696590,BLU,0.7,43.48484430581137
696891,BLU,1.085,43.334842779932465
697034,BLU,1.538,43.13999938964844
697594,BLU,1.266,43.263901243708574
697623,BLU,2.051,43.65999984741211
697703,BLU,2.975,43.7130012512207
698328,BLU,2.62,44.364845373926606
698425,BLU,0.889,43.50484476357504
699062,BLU,0.602,43.04199981689453
699272,BLU,1.594,45.00484476357504
699371,BLU,0.786,43.494842627344575
699815,BLU,1.692,44.57484445839926
699926,BLU,1.02,43.9648438480477
700043,BLU,1.193,43.774845221338715
700757,BLU,0.728,43.94484339028403
701381,BLU,1.63,43.60816301658601
702876,BLU,1.198,43.541427282176
703280,BLU,2.962,44.27522202280596
703326,BLU,1.309,43.524845221338715
703515,BLU,3.447,43.8835767751967
703733,BLU,2.032,44.04484567910239
704055,BLU,1.082,43.18381238865088
704286,BLU,1.59,44.2148438480477
704782,BLU,1.035,43.62484369545981
704811,BLU,1.65,44.684845068750825
704900,BLU,2.846,44.05175874949567
705406,BLU,1.673,43.9648438480477
705464,BLU,0.879,43.75484476357504
705530,BLU,2.548,45.7048455265145
706363,BLU,3.748,44.73484430581137
706740,BLU,2.386,43.786284702266826
707186,BLU,0.891,43.56484232216879
707614,BLU,1.531,43.8382215909558
708170,BLU,1.255,43.79484567910239
709438,BLU,2.377,43.98864497684919
709638,BLU,0.982,43.4748421695809
710099,BLU,0.938,43.30484400063559
710279,BLU,1.28,43.81484232216879
710434,BLU,0.854,43.89484415322348
711439,BLU,0.853,44.01484308510825
711839,BLU,1.677,43.491264831637025
712337,BLU,1.797,43.89484415322348
712422,BLU,1.156,43.2482018931251
712578,BLU,1.852,44.38484201699301
712916,BLU,1.268,43.66361784826302
713028,BLU,1.258,43.312203221172545
713100,BLU,2.353,44.774845221338715
713668,BLU,2.765,44.07899856567383
713709,BLU,2.857,43.83300018310547
713765,BLU,3.108,44.78484354287192
713948,BLU,1.248,43.244847542173495
714836,BLU,0.739,43.60484323769614
715196,BLU,1.34,43.0629997253418
715706,BLU,1.314,43.614845373926606
715741,BLU,0.959,43.00299835205078
716342,BLU,2.247,44.434845068750825
716692,BLU,0.881,43.018511660732806
716954,BLU,1.514,44.44484339028403
717122,BLU,0.957,43.353518037833304
717390,BLU,1.234,43.9548455265145
717885,BLU,1.299,43.78484354287192
718980,BLU,2.133,44.31441775611294
719297,BLU,1.067,43.904842474756684
720397,BLU,0.937,43.684845068750825
721349,BLU,1.385,43.934845068750825
722793,BLU,1.766,43.640597621632885
722987,BLU,1.932,44.654842474756684
723434,BLU,1.907,43.91484461098715
724318,BLU,0.938,43.55484400063559
725114,BLU,0.742,43.114845373926606
725399,BLU,2.479,44.0351306339212
725624,BLU,0.678,43.7148438480477
727103,BLU,0.986,43.38484201699301
727201,BLU,0.928,44.00484476357504
728070,BLU,2.9,43.82500076293945
728413,BLU,1.268,43.80257221509097
728798,BLU,1.167,43.436775179536845
728847,BLU,0.979,44.29484567910239
729034,BLU,1.284,44.03484354287192
729507,BLU,0.904,43.154842474756684
729517,BLU,0.656,43.25484476357504
729584,BLU,0.483,43.16484461098715
730099,BLU,2.007,44.76484308510825
731099,BLU,1.457,44.35484323769614
732095,BLU,2.449,43.938845431585925
732481,BLU,1.65,44.57484445839926
732720,BLU,1.989,44.13484201699301
732898,BLU,0.733,43.00484476357504
733583,BLU,0.978,44.404842474756684
734261,BLU,1.122,44.184845068750825
735593,BLU,1.995,43.71096043668987
735815,BLU,1.724,43.97467671490916
736286,BLU,1.406,44.774845221338715
736295,BLU,0.899,43.9548455265145
736642,BLU,0.956,44.2048455265145
737222,BLU,1.528,44.14484415322348
739500,BLU,2.581,43.97848248970546
739711,BLU,0.528,43.244842627344575
740584,BLU,1.101,44.04484567910239
741487,BLU,1.122,44.88484201699301
741600,BLU,0.957,43.494842627344575
742528,BLU,1.954,43.388999938964844
742677,BLU,2.188,44.16558857081483
742786,BLU,0.727,43.19484339028403
743041,BLU,0.882,43.20575360247692
743261,BLU,3.191,45.32484445839926
744093,BLU,1.672,43.37099838256836
746142,BLU,1.242,43.45399856567383
746652,BLU,0.943,44.38484201699301
747029,BLU,1.548,43.520264160250306
747724,BLU,0.373,43.2048455265145
747781,BLU,1.108,43.473630388963095
747883,BLU,0.696,43.85484323769614
748043,BLU,1.86,44.082989719976986
749779,BLU,0.885,43.114845373926606
750821,BLU,1.003,44.13484201699301
751163,BLU,0.893,43.7148438480477
752242,BLU,1.423,43.07600021362305
752272,BLU,2.481,44.39484415322348
753422,BLU,0.915,43.47584980347876
754140,BLU,1.517,44.594844916162934
755135,BLU,0.728,43.404842474756684
755370,BLU,1.741,44.674842932520356
756126,BLU,1.233,43.13800048828125
756319,BLU,2.672,43.43199920654297
756383,BLU,1.964,43.57512329057596
759425,BLU,1.47,44.19484339028403
759837,BLU,0.732,43.48484430581137
761265,BLU,1.313,44.01484308510825
761769,BLU,1.433,44.37484369545981
761810,BLU,1.313,43.077999114990234
762184,BLU,0.78,43.04300114414643
763134,BLU,1.127,44.07484445839926
763207,BLU,0.817,43.73484430581137
763293,BLU,0.73,43.844844916162934
763427,BLU,1.448,43.26900100708008
763619,BLU,2.589,44.38484201699301
764321,BLU,1.32,43.64484415322348
765054,BLU,0.798,43.01973010994902
765086,BLU,0.935,43.34299850463867
765668,BLU,1.167,43.82484445839926
766102,BLU,1.236,43.52199935913086
766118,BLU,1.929,44.154842474756684
766363,BLU,1.282,43.358001708984375
766685,BLU,1.281,44.32484445839926
766933,BLU,0.965,43.274845221338715
766953,BLU,0.845,43.73484430581137
768111,BLU,0.329,43.334842779932465
768120,BLU,2.804,43.979902730321186
768174,BLU,2.741,43.99576998754417
768691,BLU,0.979,44.2148438480477
768952,BLU,1.82,43.68757863756034
768966,BLU,0.8,44.35484323769614
769059,BLU,0.89,43.26484308510825
769206,BLU,1.31,43.28684500433983
769368,BLU,1.166,43.774845221338715
769426,BLU,2.022,44.434845068750825
769512,BLU,1.302,43.99100112915039
769541,BLU,1.59,43.378114411478734
770401,BLU,0.976,43.118479863148494
770575,BLU,2.147,43.486000061035156
770600,BLU,0.958,43.994842627344575
770821,BLU,0.979,44.41484461098715
771517,BLU,2.096,44.35484323769614
772429,BLU,0.658,43.53484354287192
772845,BLU,1.428,43.994842627344575
773228,BLU,0.679,43.774845221338715
773838,BLU,0.693,43.9548455265145
774687,BLU,1.265,44.13484201699301
774953,BLU,0.926,43.76484308510825
776284,BLU,0.98,43.24363253110398
776759,BLU,0.985,43.062893801129256
776801,BLU,0.921,44.60484323769614
777374,BLU,1.122,43.361909396185
777558,BLU,2.59,44.674842932520356
778849,BLU,2.049,43.57500076293945
779775,BLU,2.735,44.63484201699301
780592,BLU,3.36,44.119998931884766
783288,BLU,2.22,44.494842627344575
783627,BLU,0.735,43.024845221338715
785922,BLU,0.795,43.274845221338715
786995,BLU,4.445,45.404842474756684
787558,BLU,1.026,43.25484476357504
788039,BLU,2.952,43.98022385386065
791433,BLU,0.703,43.584842779932465
791478,BLU,1.098,43.82484445839926
792290,BLU,1.458,44.614845373926606
792762,BLU,3.072,44.9748421695809
793979,BLU,1.551,44.03484354287192
794164,BLU,1.171,43.9648438480477
794241,BLU,1.81,43.723845278998034
794860,BLU,1.274,43.43651159729675
795034,BLU,2.714,43.973394013835666
795779,BLU,0.893,43.184845068750825
797394,BLU,2.982,43.7239990234375
797410,BLU,1.003,43.73484430581137
797617,BLU,1.244,43.32336094353492
798386,BLU,1.66,43.577999114990234
800486,BLU,0.698,43.16484461098715
800899,BLU,1.684,44.3896629353355
803184,BLU,1.256,43.04151047054726
803402,BLU,2.664,43.69102113702927
803830,BLU,0.669,43.154842474756684
804324,BLU,0.678,43.7148438480477
804330,BLU,0.876,43.744842627344575
805219,BLU,1.772,43.76643426076206
805633,BLU,0.511,43.07484445839926
806711,BLU,0.728,43.81484232216879
807334,BLU,1.101,43.321509287895346
807707,BLU,0.729,43.024845221338715
808134,BLU,1.818,44.50484476357504
808139,BLU,1.444,44.184845068750825
808481,BLU,1.028,44.13484201699301
808579,BLU,0.999,43.91484461098715
808811,BLU,1.439,44.344844916162934
809167,BLU,0.432,44.2148438480477
809443,BLU,0.948,43.80484400063559
